file,artist,title,lyrics,tags,mood,year
TRADMUH128F146D3CD.h5,Kanye West,Through The Wire,"Unfortunately, we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?","['hiphop', 'Hip-Hop', 'rap', 'KanyeWest', 'rnb', '00s', 'Throughthewire', 'american', 'hiphop', '2004', 'party', 'kanye', 'chicago', 'roc-a-fella', 'indie', 'alternative', 'soul', 'classic', 'catchy', 'urban', '2003', 'deep', 'randb', 'samples', 'inspirational', 'Pitchfork500', 'midwestrap', 'ILOVETHISMUSIC', 'goodmusicfam', 'g-eazy', 'theartofsampling', 'pop', 'chill', 'rock', 'r&b', 'fun', 'inspiring', 'Black', 'alternativerap', 'Loveit', 'chillin', 'eastcoastrap', 'sample', 'goodrap', 'dopebeats', 'danceablebeats', 'musicthatmakesmemelt', 'realrap', 'prevalentuseofgroove', 'thepitchfork500', 'TheCollegeDropout', 'collegedropout', 'oksoIadmititIenjoyrap', 'neverskip', 'electronic', 'seenlive', '80s', 'reggae', 'ambient', 'indiepop', 'clean', 'dance', 'favorites', 'happy', 'Love', 'Lo-Fi', 'modern', 'funk', 'beautiful', 'Awesome', 'feelgood', 'lounge', 'nusoul', 'smooth', '1', '12', 'RupertsLunch', 'hype', 'comedy', 'goodshit', 'partymusic', 'Bestof2004', 'intense', 'dramatic', 'loved', 'super', 'Uplifting', 'cool', 'heardonPandora', 'malevocalist', 'malevocalists', 'funny', 'college', 'rhythmandblues', 'wishlist', 'relax', 'fav', 'sampled', 'GuiltyPleasures', 'lyrical']",1,2003
TRABTXS128F92E2FDC.h5,Zeromancer,Ammonite,"It's hidden well deep inside
You don't want me to tell you why
What means nothing to you
Means everything to me

Assimilating tears to the floor
I don't know you anymore
Assimilating to the floor
I don't know you anymore

Come on crawl out of my head
Ammonite
What means nothing to you
Means everything to me

Means everything to me

Assimilating tears to the floor
I don't know you anymore
Assimilating tears to the floor
I don't know you anymore

That was then this is now
Got to get through somehow
That was then this is now
Got to get through somehow
Yeah got to get through somehow

Om du kunne se alt jeg kan se
I ensom majestet
Jeg lever I en synd
Svever på en løgn
Uten deg har jeg ingenting","['industrialrock', 'seenlive', 'industrial', 'norwegian', 'rock', 'sad', 'Awesome', '8of10stars', 'Black', '6of10stars', 'silver', 'green', 'grey', 'synthrock', 'painful']",0,2009
TRAJKMI128F4281107.h5,Baby D,Let Me Be Your Fantasy,"(Let me be your fantasy)
(Let me be your fantasy)

(Let me be your fantasy)

I'll take you up to the highest heights
Let's spread our wings and fly away
Surround you with love that's pure delight
Release your spirit, set you free

Come and feel my energy
Let's be as one in soul and mind
I'll fill your world with ecstasy
Touch all your dreams deep down inside

Let me be your fantasy
Let me be your fantasy, yeah
Let me be your fantasy
Let me be your fantasy

(Let me be your fantasy)
(Let me touch your dreams)
(Just spread your wings, fly away)

Come take a trip to my wonderland
Let's spread our wings and fly away
Lotions of love flow through your hands
See visions, colours every day

Let me feel your warm embrace
Release the colours in your mind
I'll put a smile upon your face
I've got what it takes to make you mine

Let me be your fantasy
Let me be your fantasy, yeah
Let me be your fantasy
I'll take you higher, yeah

(Let me be your fantasy)
(Let me be your fantasy)
(Underground is where we wanna go)
(Movin' off the crowd)

(Let me be your fantasy)
(Let me be your fantasy)
(Let me be your fantasy)
(Let me be your fantasy)

Let me be your fantasy (Let me be your fantasy)
(Let me be your fantasy) Let me be, let me be
(Let me be your fantasy) Let me be your fantasy
(Let me be your fantasy)

(Let me be your fantasy)
(Let me be your fantasy) Let me be, let me be your fantasy
(Let me be your fantasy)
(Let me be your fantasy) I'll take you higher

(Let me be your fantasy)","['dance', '90s', 'trance', 'House', 'jungle', 'Rave', 'femalevocalists', 'Drumandbass', 'oldschool', 'electronica', 'oldskool', 'breakbeat', 'party', 'Oldskoolrave', 'babyd', 'electronic', 'pop', 'british', 'hardcore', 'favorites', 'club', 'heardonPandora', 'femalevocal', '1992', 'classicrave', '90srave', 'reasonstolove90s', 'uknumberone', 'meineliebstenkellerleichender90er', 'Disco', 'chill', 'UK', 'memories', 'adultcontemporary', 'blues', 'techno', 'upbeat', 'DrumnBass', 'breaks', 'oldies', 'garage', 'loved', 'vocaltrance', 'eurodance', 'guiltypleasure', 'break', 'happyhardcore', 'loveatfirstlisten', 'underground', '9of10stars', 'nostalgia', 'OldschoolHardcore', 'ukHardcore', 'Oneofthebest', '1994', 'FeelGoodSongs', 'collection', 'classichouse', 'ibiza', 'UnitedKingdom', '2step', '""1990s""', '2-step', 'hardcorebreaks', 'UKnumberones', 'classictechno', 'MyFavs', 'greatestsongsever', 'oldschoolrave', 'uknumberonesingle', 'DanceandElectronic', 'deliverance', 'gymmusic', 'igotacrushonyou', '90-NINETIES', 'kiss102ManchesterClassics', 'EasyListeningDownbeat', 'TronicPDXrecommends', 'songsabouthim', 'ravehistoryarchive', 'PinguysRadio', 'kmem00', 'k-playlist', 'oldskoolpiano', 'songswithbiginfluenceonme', 'productionhouse', 'maxymalnypartyrozkrecacz', 'numerktoryprzypominamikogositylkosiewkurwiamboniepotarfietegowylaczycgdyleci', 'thebestsongtolistenonasunnyday', 'oldzaphi', 'clubclassics', 'nocnaenergia']",1,0
TRAQRYZ128F4291DCB.h5,Britney Spears,My Prerogative,"People can take everything away from you
But they can never take away your truth
But the question is
Can you handle mine?

They say I'm crazy
I really don't care
That's my prerogative

They say I'm nasty
But I don't give a damn
Getting boys is how I live

Some ask me questions
Why am I so real?
But they don't understand me

I really don't know the truth about my sister
Trying hard to make it right
Not long ago before I won this fight

Everybody's talkin' all this stuff about me
Why don't they just let me live? (Tell me why)
I don't need permission, make my own decisions (Oh!)
That's my prerogative

That's my prerogative

(It's my prerogative)

It's the way that I wanna live
(It's my prerogative)
You can't tell me what to do

Don't get me wrong
I'm really not souped
Ego trips is not my thing

All these strange relationships
Really gets me down
I see nothing wrong spreading myself around

Everybody's talkin' all this stuff about me
Why don't they just let me live? (Tell me why)
I don't need permission, make my own decisions (Oh!)
That's my prerogative

That's my prerogative

Everybody's talkin' all this stuff about me
Why don't they just let me live? (Tell me why)
I don't need permission, make my own decisions (Oh!)
That's my prerogative

That's my prerogative

It's the way that I wanna live

(It's my prerogative)

They can't tell me what to do

Why can't I live my life?
Without all of the things that people say?

Ohoho
(Oh!)

Everybody's talkin' all this stuff about me
Why don't they just let me live? (Tell me why)
I don't need permission, make my own decisions (Oh)
That's my prerogative

(They say I'm crazy) Everybody's talkin' all this stuff about me
Why don't they just let me live? (Tell me why)
(They say I'm nasty) I don't need permission, make my own decisions (Oh!)
(Ah!) That's my prerogative

(That's my prerogative)","['pop', 'BritneySpears', 'dance', 'femalevocalists', 'cover', 'sexy', 'bloodshyandavant', 'catchy', 'covers', 'femalevocalist', '00s', 'electronic', 'rock', 'Awesome', 'female', 'american', '2004', 'girlpower', 'MyPrerogative', 'club', 'party', 'guiltypleasure', 'dancepop', 'GuiltyPleasures', 'Empowering', 'great', 'amazing', 'hot', 'britney', 'betterthanoriginal', 'makemewanttodance', 'electropop', 'favoritesongs', 'USA', 'dance-pop', '90s', 'Energetic', 'rnb', 'femalevocals', 'cool', 'loveatfirstlisten', '2005', 'freedom', 'greatesthits', 'FUCKINGAWESOME', '2000s', 'art', 'music', 'infectious', 'teenpop', 'bobbybrown', 'topartists', 'MakesMeSmile', 'determined', 'funsex', 'awesomesound', 'hotandsteamysex', 'BetterOffAloneMotherFucker', 'LaBritneyLoca', 'Disco', 'vocal', 'instrumental', 'poprock', 'energy', 'epic', 'urban', 'funk', 'latin', '2003', 'night', 'upbeat', 'angry', 'dirty', 'funky', 'gay', 'new', 'deathmetal', 'Bestof2004', 'favourite', 'fun', 'sex', 'samba', 'loved', 'groovy', 'chaotic', 'greatlyrics', 'RockandRoll', 'GreatCovers', 'interesting', 'laptop', 'video', 'coversongs', 'top40', 'lonely', 'Favourites', 'english', 'hits', 'greatsongs', 'electrorock', 'whore']",1,2004
TRAXNOE128F149158A.h5,Cass Fox,Touch Me,"Touch me in the morning
And last thing at night
Keep my body warm, baby
You know it feels right

Take a little higher
I'm thinking it too
Tell me what you're feeling
I'll feel it with you

We can only understand what we are shown
How was I supposed to know our love would grow

Move a little closer
Be sure I'm looking up
Heal me with your loving
I need you, I need you, I need you so much

Touch me in the morning
And last thing at night
Keep my body warm, baby
You know it feels right

Take a little higher
I'm thinking it too
Tell me what you're feeling
I'll feel it with you

We can only understand what we are shown
How was I supposed to know our love would grow

Move a little closer
Be sure I'm looking up
Heal me with your loving
I need you, I need you, I need you so much

You touch my mind in special places
My heart races with you
I'll take your love and I'll take new chances
I'll take them with you","['happy', 'Love', '6of10stars', 'fridc']",1,0
TRAZVFJ128F9310CE2.h5,Radiohead,Vegetable (Live),"I never wanted anything but this
I worked hard, tried hard
I ran around in domestic bliss
I fought hard, died hard

Everytime you're running
Out of here
Everytime you're running
I get the fear

I never wanted any broken bones
Scarred face, no home
Your words surround me and I asphyxiate
And I burn all hate

Everytime you're running
Out on me
Everytime you're running
I can see

I'm not a vegetable
I will not control myself
I spit on the hand that feeds me
I will not control myself

The waters break, the waters run
All over me
The waters break, the waters run
And this time you're gonna pay

I'm not a vegetable
I will not control myself
I spit on the hand that feeds me
I will not control myself","['alternativerock', 'radiohead', 'rock', 'jazz', 'pop', 'punk', 'emo', 'indierock', 'britpop', 'spanish', 'indie', '60s', 'alternative', 'femalevocalists', 'singer-songwriter', 'post-punk', 'latin', 'moody', 'Mellow', 'xxx', 'melancholic', 'britrock', 'live', 'college', 'fiesta', 'j-pop', '3stars', 'GoodStuff', 'Stereophonics', 'noradioheadradio', 'nicesongs', 'dauerschleife', 'RadioStuff', 'otravez', 'Rokkiva', 'chjen']",0,1993
TRAIUYZ128F425BD2F.h5,Múm,Nightly Cares,"Skar the fire son, pet the smiling one
Woo the sleeping one, r' the crying one
H'-hviss my little one, r'-r' my crying one
Ligg-ligg my tired one, rura sleeping one

Touch a feal, you blind a must
Soft the skin of the warmest rust
Cause nothing blows in the faraway
I go away, go away past the hills, past the day
Touch a feal, you blind a must
Soft the skin of the warmest rust
Cause nothing blows in the faraway
I go away, go away past the hills, past the day","['ambient', 'icelandic', 'electronic', 'experimental', 'post-rock', 'electronica', 'beautiful', 'indie', 'femalevocalists', 'postrock', 'chillout', 'indietronica', 'Mellow', 'favorites', 'ethereal', 'musictogetthepussywet', 'perfect', 'duyster', 'Mum', 'comfortingsounds', 'inabeautifulplaceoutinthecountry', 'icancrytothis', 'chill', 'alternative', 'indierock', 'sad', 'downtempo', 'cute', 'scandinavian', 'idm', 'Voice', 'glitch', 'atmospheric', 'poetry', 'winter', 'Sleep', 'soft', 'ElectronicPop', 'nice', 'iceland', 'mix', 'out', 'interesting', '00s', 'relax', 'lovely', 'FemaleVoices', 'gods', 'sweet', 'MySongs', 'underwater', 'ghosts', 'sensual', 'islandic', 'musictofallasleepto', 'delicate', 'eclectonia', 'allinaday', 'Dream', 'sampling', 'dreams', '100', 'Whisper', 'electronical', 'Studying', 'ambient-electronic', 'lovedtracks', 'PrimaveraSound', 'rainydaysongs', 'child-like', 'poesia', 'luv', 'sulky', 'WhosGotTheClap', 'robertitusglobal', 'trojkowyekspres', 'bujamsie', 'electrease', 'ambientram', 'llllove', 'spinningyarns', 'atease', 'nightwatch', 'crackers2008', 'esquizomagia', 'fossawithsono', 'inercia', 'BeautifulIcelandicsoundscapes', 'DaviddesignFromSwedenwithLoveandmellowvoices', '1stTAG', 'damelieartists', 'matiz', 'mwd', 'goodnightmom', 'ScandinavianProgressiveRock', 'grauertag', 'havegot', 'hipheid', 'BABYVOX', 'Partedemi']",0,2004
TRARVEY128F9300AC3.h5,Thrice,Red Sky,"I know what lies beneath
I've seen the flash of teeth
Conspiring with the reef
To sink our ship

The wind's a cheating wife
Her tongue a thirsty knife
And she could take your life
With one good kiss

Can you see the sky turn red
As morning's light breaks over me?
Know tonight we'll make our bed
At the bottom of the sea

I know the ocean speaks (The stars retreat behind their veil)
I've heard her call to me (The clouds are clinging to your sail)
And smiling in my dreams (The storm is coming, can you see?)
She whispers this:

""Can you see the sky turn red
As morning's light breaks over me?
Know tonight we'll make our bed
At the bottom of the sea""

Look and see the sky turn red
Like blood it covers over me
And soon the sea shall give up her dead
We'll raise an empire from the bottom of the sea.","['rock', 'post-hardcore', 'alternative', 'alternativerock', 'emo', 'thrice', 'melancholic', 'beautiful', 'sad', 'ExperimentalRock', 'haunting', 'depressing', 'hardcore', 'Progressiverock', 'melancholy', 'screamo', 'other-worldly', 'icannotexplainthistag', 'seenlive', 'epic', 'Awesome', 'ilikeit', 'sadrock', 'Amazingsong', 'Soundtrack', 'metal', 'chillout', 'indie', 'punk', 'favoritesongs', 'slow', 'Love', 'Fusion', 'romantic', 'downbeat', 'melodic', 'death', 'triphop', 'summer', 'punkrock', 'emotional', 'nice', 'guiltypleasure', 'inspirational', '00s', 'Ballad', 'fivestar', 'Favorite', 'drugs', 'balad', 'nostalgia', 'emocore', 'perfect', 'single', '4Stars', 'Dream', 'GoodStuff', 'FavouriteSongs', 'favouriteartists', 'high', 'Incredible', 'ocean', 'Sentimental', 'drivingwiththewindowsdown', 'imagery', 'w00t', 'triste', 'lavender', 'closingtrack', 'bestsongs', 'softmusic', 'burns', 'bought', 'rolig', 'ouvirdenovo', 'freakinggreat', 'rawkcore', 'toohigh', '360shift', 'songsof2006', 'PunkStuff', 'vheissu', 'twloha', 'automaticlove', 'marshill', 'AlernativePunk', 'thisismymoviesothisismysoundtrack', 'dradio', 'anthemicpunk', 'MyTopFavourites', 'Post-hardcore', '0611', 'Musicalnoise', 'ambrosiaforears', 'anthemichardcore', 'redsky', 'lowdive', 'Thrice-RedSky', 'nyefavoritter', 'wallowinself-pity']",0,2005
TRAXLZU12903D05F94.h5,Rick Astley,Never Gonna Give You Up,"Ooh

We're no strangers to love
You know the rules and so do I
A full commitment's what I'm thinking of
You wouldn't get this from any other guy

I just wanna tell you how I'm feeling
Gotta make you understand

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

We've known each other for so long
Your heart's been aching, but you're too shy to say it
Inside, we both know what's been going on
We know the game and we're gonna play it

And if you ask me how I'm feeling
Don't tell me you're too blind to see

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

(Ooh, give you up)
(Ooh, give you up)
Never gonna give, never gonna give
(Give you up)
Never gonna give, never gonna give
(Give you up)

We've known each other for so long
Your heart's been aching, but you're too shy to say it
Inside, we both know what's been going on
We know the game and we're gonna play it

I just wanna tell you how I'm feeling
Gotta make you understand

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you","['80s', 'pop', 'BrutalDeathMetal', 'rickroll', 'RICKROLLED', 'dance', 'rickastley', 'rickroll', 'malevocalists', 'deathmetal', '4chan', 'british', 'nevergonnagiveyouup', 'newwave', 'meme', 'blackmetal', 'heavymetal', 'grindcore', '80sPop', 'Disco', 'metal', 'thrashmetal', 'emo', 'doommetal', 'lulz', 'Awesome', 'GangstaRap', '1987', 'internetmeme', 'rock', 'punk', 'epic', 'EPICWIN', 'hardcore', 'lol', 'songsishouldhatebutsecretlylike', 'classicrock', 'electronic', 'catchy', 'metalcore', 'internet', '""80s""', 'Hip-Hop', 'hiphop', 'synthpop', 'guiltypleasure', 'betterthanradiohead', 'rap', 'Progressivemetal', 'eighties', 'happy', 'easylistening', 'oldies', 'bestsongever', '1980s', 'rickrolled', 'hardrock', 'Love', 'dance-pop', 'MelodicDeathMetal', 'party', 'GuiltyPleasures', 'emocore', 'classic', 'english', 'deathcore', 'stockaitkenwaterman', 'prepareaskingraftfrommyassbecausethissongjustmeltedmyfaceoff', 'jazz', 'indierock', 'UK', 'gay', 'screamo', 'malevocalist', 'NuMetal', 'melodicblackmetal', 'indie', 'Classical', 'alternative', 'alternativerock', 'funny', 'dancepop', 'SAW', 'songswithturbosweetoooinginsideofthemsomewhere', 'rickrolld', 'experimental', 'fun', 'youtube', 'industrialmetal', 'nostalgia', 'Powermetal', 'TechnicalDeathMetal', 'goregrind', 'TrueNorwegianBlackMetal', 'bestactever', 'nevergonnamakeyoucry', 'country', 'Progressiverock', 'favorites', 'industrial']",1,1987
TRAYJOF128F92F9EEA.h5,Kelly Clarkson,Cry,"If anyone asks
I'll tell them we both just moved on
When people all stare
I'll pretend that I don't hear them talk

Whenever I see you
I'll swallow my pride and bite my tongue
Pretend I'm okay with it all
Act like there's nothing wrong

Is it over yet?
Can I open my eyes?
Is this as hard as it gets?
Is this what it feels like to really cry? cry?

If anyone asks
I'll tell them we just grew apart
Yeah, what do I care
If they believe me or not (if they believe me or not)

Whenever I feel
Your memory is breakin' my heart
I'll pretend I'm okay with it all
Act like there's nothing wrong

Is it over yet?
Can I open my eyes?
Is this as hard as it gets?
Is this what it feels like to really cry? cry?

I'm talkin' in circles
I'm lyin', they know it
Why won't this just all go away?

Is it over yet?
Can I open my eyes?
Is this as hard as it gets?
Is this what it feels like to really cry?
Cry? Cry?","['pop', 'femalevocalists', 'poprock', 'Heartbreaking', 'rock', 'KellyClarkson', 'heartbreak', 'sad', 'american', '00s', 'cry', 'femalevocalist', 'Ballad', 'popballad', '2009', 'greatlyrics', 'perfect', 'breakup', 'asubtleuseofvocalharmony', 'electricrhythmguitars', 'majorkeytonality', 'acousticrhythmguitars', 'electricrockinstrumentation', 'AmericanIdol', 'FemaleArtist', 'useofastringensemble', 'adynamicfemalevocalist', 'avocal-centricaesthetic', 'aclearfocusonrecordingstudioproduction', 'triplenotefeel', 'atwelve-eighttimesignature', 'alternative', 'indierock', 'softrock', 'Awesome', 'waltz', 'Mellow', 'great', 'melancholy', 'Like', 'femalevocals', 'guiltypleasure', 'inspirational', 'grammy', 'lonely', 'best', 'roadtrip', '2010', 'sweet', 'break-up', 'makesmecry', 'brokenheart', 'Loveit', '2000s', 'pink', '4of10stars', 'ballads', 'tenderness', 'ladies', 'fuckyou', '00spop', 'breakupmusic', 'break-upsong', 'rockingout', 'niceguitars', 'nicole', '00spoprock', 'clearlyaboutme', 'RedHot', 'coolbreeze', 'sogood', 'melancholysongs', 'break-ups', 'AllIEverWanted', 'after', 'allaboutmaggie', 'favoriteballads', 'MyFaveArtists', 'favefemalesingers', 'slowsessions', 'morri', 'breakupsong', 'cafeand', 'herzsongs', 'howardbenson', 'popmusictag', 'powerhousevocals', 'ContemporaryChristianPop', 'classytrendypoppychick', 'favetunez', 'lovetunez', 'isitoveryet', 'tracksoftears', 'Bikain', 'leapsandlast6months090801', 'Hotte18', 'love7', 'unbearablepain', 't5rpop', 'UnsereSongs']",0,2009
TRAQVJM128F9310F20.h5,Fever Ray,When I Grow Up,"When I grow up
I want to be a forester
Run through the moss on high heels
That's what I'll do
Throwing out a boomerang
Waiting for it to come back to me

When I grow up
I want to live near the sea
Crab claws and bottles of rum
That's what I'll have
Staring at the seashell
Waiting for it to embrace me

I put my soul in what I do
Last night I drew a funny man
With dog eyes and a hanging tongue
It goes way bad
I never like that sad look
From someone who wants to be loved by you

I'm very good with plants
When my friends are away
They let me keep the soil moist
On the seventh day I rest
For a minute or two
Then back on my feet to call for you

You've got cucumbers on your eyes
Too much time spent on nothing
Waiting for a moment to arise
The face in the ceiling
And arms too long
I'm waiting for him to catch me

Waiting for it to embrace me oh","['electronic', 'femalevocalists', 'ambient', 'atmospheric', 'swedish', 'scandinavian', 'electronica', 'chillout', 'experimental', 'synthpop', 'ethereal', 'indie', 'feverray', '2009', 'tribal', 'beautiful', 'indietronica', 'electropop', 'chill', 'alternative', 'downtempo', 'dreampop', '00s', 'creepy', 'genius', 'femalevocalist', 'electro', 'spooky', 'loveatfirstlisten', 'KarinDreijer', 'electricbarbarella', 'tribalsynthpop', 'Love', 'darkerthanthedeepestsea', 'trip-hop', 'dark', 'Experimentalpop', 'weird', 'lounge', 'bestof2009', 'perfecttolistentowhileleavingtheplanet', 'Sweden', 'myneighbourswilllovethis', 'electro-pop', 'high', 'artpop', 'AvantgardePop', 'trippyinsanity', 'mygangrotw', 'perfectbeauty', 'musicIwannahugbutcannothugbecauseitismusicandyoucannothugsounds', 'listenedtooverandover', 'videoclip', 'shutthefuckupandlistenatnight', 'ohsodreamy', 'pulsingbeat', 'lovetosee', 'vugube62', 'female', 'pop', 'favorites', 'ambientpop', 'idm', 'Dreamy', 'scary', 'winter', 'Mellow', 'deep', 'relaxing', 'darkwave', 'femalevocals', 'trippy', 'darkambient', 'interesting', 'Favorite', 'relax', 'fav', 'darkwave', 'Ilovethissong', 'Yay', 'theknife', 'goodmusic', 'KarinDreijerAndersson', 'Silkred-LovedAll', 'SoundtrackOfMyLife', '-favorites-', 'lizvelrene2009', 'PersonalBest', 'emotionallandscapes', 'Karin', 'thereisstillhope', 'whenigrowup', 'siempre', 'SeashellsSymphonies', 'unusal', 'wyzszypoziomzajebistosci', 'PES2011', '-electronic-', 'boty09']",0,2009
TRARZKD128F425D64D.h5,Chris Brown,Forever,"One, two, three, four

Heyey, hey
Hey
Heyey

It's you and me
Moving at the speed of light into eternity, yeah
Tonight is the night
That you join me in the middle of ecstasy

Feel the melody in the rhythm of the music around you
Around you

I'm=a take you there, I'ma take you there
So no longer be scared, then I'm right here, baby
We can go anywhere, go anywhere
But first it's your chance, take my hand, come with me

It's like I've waited my whole life for this one night
It's gon' be me, you and the dance floor
'Cause we've only got one life, double your pleasure
Double your fun and dance forever (Ever, ever)

Forever (Ever, ever)
Forever (Ever, ever)

Forever (Ever, ever)
Forever (Ever, ever)
Forever (Ever, ever)
Forever on the dance floor

Feels like we're on another level, aha
Feels like our loves intertwine
We can be two rebels
Breaking the rules me and you, you and I

All you got to do is watch me
Look what I can do with my feet
Baby, feel the beat inside

I'm drivin', you can take the front seat
Just need you to trust me
Oho, oho, yeaheah
It's like!

It's like I've waited my whole life for this one night (One night)
It's gon' be me, you and the dance floor (Dance floor)
'Cause we've only got one life, double your pleasure
Double your fun and dance forever (Ever, ever)

Forever (Ever, ever)
Forever (Ever, ever)
Forever

Forever (Ever, ever)
Forever (Ever, ever)
Forever (Ever, ever)
Forever on the dance floor

It's a long way down, we so high of the ground
Sendin' for an angel to bring me high
Girl, where did you come from, got me so undone
Gazing in your eyes got me singing: ""What a beautiful lady""

No if's, but's or maybe's
Release in my heart and it's feeling amazing
There's no one else that matters you love me
And I won't let you fall, girl, let you fall, girl, ohohoho

Oho, ohoho
Yeah, yeah
I won't let you fall, let you fall
Let you fall, oho, ohohoho

Yeah, yeah

Yeaheah, yeah
It's like

It's like I've waited my whole life for this one night (One night)
It's gon' be me, you and the dance floor (Dance floor)
'Cause we've only got one life, double your pleasure
Double your fun and dance forever (Ever, ever)

Forever (Ever, ever)
Forever (Ever, ever)
Forever

Forever (Ever, ever)
Forever (Ever, ever)
Forever (Ever, ever)
Forever on the dance floor

Oh, ohoho, oh, oh
Ohohoho
Yeaheaheah

Forever, ever, ever
Ever
Forever

Wrigley Doublemint gum Commercial

It's you
And me
Movin at the speed of light into eternity (yeah)
Feel the melody and rhythm of the music around you, around you
I'm a take you there
I'm a take you there
So don't be scared
I'm right here
Ya ready
We can go anywhere, go anywhere
But first it's your chance
Take my hand
Come with me
Double your pleasure
Double your fun
It's the right one
The Doublemint gum
Double your pleasure
Double your fun
It's the right one
The Doublemint gum
Refreshen your life mint
It's the right mint
The Doublemint gum, gum
Double your pleasure
With Doublemint Doublemint gum","['ChrisBrown', 'rnb', 'dance', 'Hip-Hop', 'r&b', 'pop', 'forever', 'party', 'malevocalists', '2008', 'Love', 'hiphop', 'happy', '00s', 'catchy', 'soul', 'rap', 'summer', 'ChrisBrown-Forever', 'urban', 'american', 'malevocalist', 'WestCoastswing', 'fun', 'Favourites', 'wedding', 'summer08', 'electronic', 'sexy', 'memories', 'iamapartygirlhereismysoundtrack', 'goodbeat', 'slowjams', '<3', 'goodmood', 'goodsongs', 'Icouldlistentothisallday', 'todancethenightaway', 'goodtimesinmycar', 'chill', 'favoritesongs', 'favorites', 'slow', 'dance-pop', 'Awesome', 'randb', 'amazing', 'good', 'guiltypleasure', 'Favorite', 'loveatfirstlisten', 'Loveit', 'chris', '""rnb""', 'theoffice', 'jazzyslovedrnbsoul', 'makesmeremember', 'criticallyacclaimedsong', 'SYTYCD', 'gottamove', 'songsthatgrowonyou', 'PolowDaDon', 'SongsforHappyCouples', 'Nicebeat', 'totallydanceable', 'CRISBROWN', 'JKHeinzWeddingEntranceSong', 'chrisbrown-forever', 'jazzysrnbsoulmale', 'chrisbrownforever', 'jazzyslovedtracks2010A', 'House', 'Energetic', 'hiphop', 'Mellow', 'great', 'nostalgic', 'favourite', 'cool', 'top40', 'fav', 'GuiltyPleasures', 'bestof2008', 'lovesong', '2000s', 'wcs', 'Akon', 'Perfectsong', 'ustop40', 'Icouldlistentothissongforever', 'top40', 'funsex', 'dancetothisinmyunderwear', 'slowjamz', 'acclaimedmusictop200of2000s', 'soyouthinkyoucandance', 'ILovetodance', 'JKWeddingEntranceDance', 'onthedancefloor', 'freshmanyear08-09memories']",1,0
TRALPKG12903CDCA8A.h5,Placebo,The Never-Ending Why,"The atom will implode
The fragile kingdom fold
The tremor becomes a quake
And there's a body in the lake

And as the two of us rebel
Damn you all to hell
I wonder is this all there is

Time will help you through
But it doesn't have the time
To give you all the answers to the never-ending why

The sound of silence grows
As a spiders' kisses lay
The tumour becomes malign
But the kids are doing fine

And as the two of us rebel
And damn you all to hell
I wonder is this all there is

Time will help you through
But it doesn't have the time
To give you all the answers to the never-ending why","['alternativerock', 'rock', 'alternative', 'british', 'Placebo', 'indierock', '00s', 'indie', '2009', 'loveatfirstlisten', 'seenlive', 'britpop', 'hardrock', 'catchy', 'glamrock', 'battleforthesun', 'Progressiverock', 'UK', 'amazing', 'britrock', 'malevocalists', 'english', '6of10stars', 'Post-punkrevival', 'songsthatyouwannalistentooverandoveragain', 'criticallyacclaimedsong', 'acclaimedmusictop200of2009', 'playinfullvolume', 'BattlefortheSun-Placebo', 'thenever-endingwhy', 'electronic', 'sad', 'favorites', 'happy', 'epic', 'post-punk', 'Awesome', 'super', 'Prog-Rock', 'Favorite', 'Favourites', 'vocalist', 'FUCKINGAWESOME', 'alltimefaves', 'Singing', 'bestfuckingtrackever', '10of10stars', 'FavouriteSongs', 'seen', 'ballads', '<3', 'international', 'philosophical', 'electronicrock', 'youarewelcomeinpoland', 'synthrock', 'special', 'amayzesloved', 'Awake', 'Tanzbar', 'guitarriff', 'queerrock', 'SoundtrackOfMyLife', 'fon', 'britannique', 'songsthatmakemerememberthings', 'sonicrock', 'aitch', 'mylifewritteninsong', 'aitchinternational', 'single2009', 'thedrums', 'reallygoodsongs', 'emopunkrock', 'aitchsonic', 'thissongiswiserthanme', 'songsthatmakememove', 'newgaymusic', 'aitchepic', 'TylerAdam', 'rocksss', 'aitchawake', 'MOONH8SUN', 'aitchknight', 'nervouskidlikes', 'tah', 'MEraLuna2010', 'androginsrace', 'menwhoicanbeunfaithfultomyboyfriendwith', 'zelt-nachbarn', 'zeltmeraluna', 'albumnesnuevos', 'Placebo-2009-BattleForTheSun', '9207', 'theselyrics']",1,2009
